YEAR:Period,CostType,VALUE
2020-2050,CAP,166596.7856666195
,CAP,46389.135554415334
2020-2050,FIX,59040.93738326224
,FIX,14268.032574719706
2020-2050,VAR,-67790.42116559838
,VAR,-29110.452924389305
