YEAR:Period,CostType,VALUE
2020-2050,CAP,135556.7644425244
,CAP,37356.78922709265
2020-2050,FIX,51987.59079555357
,FIX,12307.218616875485
2020-2050,VAR,-74499.7699261056
,VAR,-36722.175122588116
