YEAR:Period,CostType,VALUE
2020-2050,CAP,153376.34377427422
,CAP,36031.69800529363
2020-2050,FIX,49579.6832991571
,FIX,11081.536822602635
2020-2050,VAR,-82977.59128887614
,VAR,-39171.07380883513
