YEAR:Period,CostType,VALUE
2020-2050,CAP,197924.4470605079
,CAP,64456.904761799786
2020-2050,FIX,67078.17252262562
,FIX,20970.36069948708
2020-2050,VAR,-29905.351430129875
,VAR,-20264.148947167643
