YEAR:Period,CostType,VALUE
2020-2050,CAP,139404.90309001497
,CAP,31754.061978872094
2020-2050,FIX,48603.79865222578
,FIX,10746.711651866719
2020-2050,VAR,-52853.274777177176
,VAR,-33315.761030297006
