YEAR:Period,CostType,VALUE
2020-2050,CAP,221842.48856721257
,CAP,69892.36106051612
2020-2050,FIX,64414.05881260565
,FIX,17065.95571298252
2020-2050,VAR,-44273.50771286294
,VAR,-24479.274534397267
