YEAR:Period,CostType,VALUE
2020-2050,CAP,174815.7986437208
,CAP,53051.4699805153
2020-2050,FIX,56497.77879591197
,FIX,13366.160973718283
2020-2050,VAR,-60384.49290264656
,VAR,-34219.37691561343
