YEAR:Period,CostType,VALUE
2020-2050,CAP,151842.52569564543
,CAP,40823.12910798009
2020-2050,FIX,53624.87177656735
,FIX,12291.956586504344
2020-2050,VAR,-68934.04054334681
,VAR,-34776.19952112924
