YEAR:Period,CostType,VALUE
2020-2050,CAP,135443.54223799167
,CAP,39413.704450560545
2020-2050,FIX,49918.76958088325
,FIX,12353.043422218961
2020-2050,VAR,-48822.37863899369
,VAR,-30171.149186335897
