YEAR:Period,CostType,VALUE
2020-2050,CAP,143210.20155093382
,CAP,38893.56081456409
2020-2050,FIX,52077.43791167981
,FIX,12518.483589392268
2020-2050,VAR,-57767.383847050165
,VAR,-32533.961301018928
