YEAR:Period,CostType,VALUE
2020-2050,CAP,150731.85140400328
,CAP,33849.16405830885
2020-2050,FIX,53005.11887817967
,FIX,11452.021870992921
2020-2050,VAR,-85993.57150736997
,VAR,-37348.89627994101
