YEAR:Period,CostType,VALUE
2020-2050,CAP,234793.06231295966
,CAP,60786.936575325846
2020-2050,FIX,56480.06420636341
,FIX,13780.459336361047
2020-2050,VAR,-51424.364997395336
,VAR,-27798.758201745968
