YEAR:Period,CostType,VALUE
2020-2050,CAP,220041.23849217955
,CAP,65394.608124150924
2020-2050,FIX,56298.82549732488
,FIX,14048.752443712996
2020-2050,VAR,-68370.97247293852
,VAR,-34035.657201192225
