YEAR:Period,CostType,VALUE
2020-2050,CAP,133522.62720960233
,CAP,36029.185957118505
2020-2050,FIX,50671.40441861098
,FIX,11359.656449762962
2020-2050,VAR,-78734.49566652911
,VAR,-39510.07106421101
