YEAR:Period,CostType,VALUE
2020-2050,CAP,217671.2182311299
,CAP,71117.80827006369
2020-2050,FIX,62801.258013581944
,FIX,16313.735307277013
2020-2050,VAR,-76388.35670537154
,VAR,-33113.41915076828
