YEAR:Period,CostType,VALUE
2020-2050,CAP,212709.16423619384
,CAP,73980.97973215804
2020-2050,FIX,64918.39430279525
,FIX,17577.582450657475
2020-2050,VAR,-45576.84836623638
,VAR,-25617.37859197481
