YEAR:Period,CostType,VALUE
2020-2050,CAP,156097.85478911788
,CAP,36475.610215390174
2020-2050,FIX,52366.20799039614
,FIX,11470.965036859481
2020-2050,VAR,-75709.01917065891
,VAR,-35986.18070355473
