YEAR:Period,CostType,VALUE
2020-2050,CAP,140508.15026703133
,CAP,42180.03497216521
2020-2050,FIX,53077.76246227982
,FIX,12748.4262555065
2020-2050,VAR,-71515.56113507693
,VAR,-35118.598746903015
