YEAR:Period,CostType,VALUE
2020-2050,CAP,161040.70027749284
,CAP,37684.648294052386
2020-2050,FIX,54383.550975131926
,FIX,11747.763889055239
2020-2050,VAR,-69719.24195488491
,VAR,-34249.45677050747
