YEAR:Period,CostType,VALUE
2020-2050,CAP,180185.35655642525
,CAP,52360.522547019114
2020-2050,FIX,59436.8952219709
,FIX,13782.944890366132
2020-2050,VAR,-79494.95932043085
,VAR,-36099.19445934096
