YEAR:Period,CostType,VALUE
2020-2050,CAP,212122.5715651979
,CAP,58457.38671214651
2020-2050,FIX,62077.50317421169
,FIX,14866.485305387876
2020-2050,VAR,-76367.05981084515
,VAR,-32558.182839472647
