YEAR:Period,CostType,VALUE
2020-2050,CAP,173412.76288559654
,CAP,49154.123592268894
2020-2050,FIX,56531.48485952268
,FIX,13806.476737770017
2020-2050,VAR,-77034.54965224248
,VAR,-32984.9086657719
