YEAR:Period,CostType,VALUE
2020-2050,CAP,193385.53220755412
,CAP,50992.40807153652
2020-2050,FIX,54768.36970271601
,FIX,13153.756136492264
2020-2050,VAR,-86139.16691150711
,VAR,-35645.5391590529
