YEAR:Period,CostType,VALUE
2020-2050,CAP,222357.47865794215
,CAP,66010.85200586921
2020-2050,FIX,57768.09101324207
,FIX,14286.78365046269
2020-2050,VAR,-79216.80560678178
,VAR,-36204.54650264236
