YEAR:Period,CostType,VALUE
2020-2050,CAP,134198.19725797692
,CAP,35334.45919913553
2020-2050,FIX,52433.57670219697
,FIX,12073.754029606804
2020-2050,VAR,-86344.2363626472
,VAR,-38730.4936397996
