YEAR:Period,CostType,VALUE
2020-2050,CAP,161191.3396155921
,CAP,37084.47722163876
2020-2050,FIX,51929.100436766385
,FIX,11591.662912226866
2020-2050,VAR,-61695.49422439565
,VAR,-31885.446341919647
