YEAR:Period,CostType,VALUE
2020-2050,CAP,150830.179939044
,CAP,35118.918811278316
2020-2050,FIX,49480.29773038238
,FIX,11073.211651709964
2020-2050,VAR,-52715.08885700555
,VAR,-31203.925061560836
