YEAR:Period,CostType,VALUE
2020-2050,CAP,156866.41334831057
,CAP,43908.07425339728
2020-2050,FIX,55033.97584167334
,FIX,13157.065474202054
2020-2050,VAR,-78997.5783968711
,VAR,-34516.01569106167
