YEAR:Period,CostType,VALUE
2020-2050,CAP,129081.2432271179
,CAP,29413.84029276635
2020-2050,FIX,46845.62176282649
,FIX,10266.089560522336
2020-2050,VAR,-59241.52400364189
,VAR,-36041.93609777483
