YEAR:Period,CostType,VALUE
2020-2050,CAP,156506.38282392238
,CAP,35107.78052856231
2020-2050,FIX,54720.15327018945
,FIX,11728.73128377667
2020-2050,VAR,-81045.42522882072
,VAR,-35659.42916927443
