YEAR:Period,CostType,VALUE
2020-2050,CAP,235815.92944217057
,CAP,70816.04371706145
2020-2050,FIX,62441.516796528624
,FIX,16204.109667835075
2020-2050,VAR,-53286.91594670974
,VAR,-28278.807197919574
