YEAR:Period,CostType,VALUE
2020-2050,CAP,146321.73779009245
,CAP,41728.21411524039
2020-2050,FIX,52456.37950300019
,FIX,12401.61025031595
2020-2050,VAR,-75080.33203236948
,VAR,-37208.31467992962
