YEAR:Period,CostType,VALUE
2020-2050,CAP,133241.81160755327
,CAP,36777.703236890935
2020-2050,FIX,50520.63804210077
,FIX,12069.100110601583
2020-2050,VAR,-63728.36346172957
,VAR,-34851.42788738776
