YEAR:Period,CostType,VALUE
2020-2050,CAP,133605.69508532193
,CAP,36065.778137303794
2020-2050,FIX,48792.292594766834
,FIX,11328.909044647291
2020-2050,VAR,-52143.884795638296
,VAR,-33147.47103930938
