YEAR:Period,CostType,VALUE
2020-2050,CAP,238177.9598560666
,CAP,71503.33906266037
2020-2050,FIX,63970.84478520242
,FIX,16454.76713803502
2020-2050,VAR,-64308.1673195382
,VAR,-30305.12019920811
