YEAR:Period,CostType,VALUE
2020-2050,CAP,145123.85936769034
,CAP,41678.538044783956
2020-2050,FIX,53511.18295794045
,FIX,12871.650443958948
2020-2050,VAR,-68300.94247026062
,VAR,-33625.46505960084
