YEAR:Period,CostType,VALUE
2020-2050,CAP,160197.66941350853
,CAP,48366.30412596314
2020-2050,FIX,53875.735892566605
,FIX,13131.409427995944
2020-2050,VAR,-71503.10141282518
,VAR,-35066.021143094404
