YEAR:Period,CostType,VALUE
2020-2050,CAP,157877.4417406715
,CAP,35101.91070134996
2020-2050,FIX,49302.06986166246
,FIX,11154.685089327264
2020-2050,VAR,-68443.3492783591
,VAR,-35804.43678588031
