YEAR:Period,CostType,VALUE
2020-2050,CAP,155340.47702432575
,CAP,34931.604689140106
2020-2050,FIX,51589.93315286972
,FIX,11585.454682094416
2020-2050,VAR,-91971.12840072143
,VAR,-40363.212059297526
