YEAR:Period,CostType,VALUE
2020-2050,CAP,212618.99304808598
,CAP,69496.5373692473
2020-2050,FIX,54378.277031339305
,FIX,14095.885061123288
2020-2050,VAR,-59458.667134982046
,VAR,-33560.49294078542
