YEAR:Period,CostType,VALUE
2020-2050,CAP,155514.79772077416
,CAP,36328.60949219233
2020-2050,FIX,47080.630065943296
,FIX,10810.135139342407
2020-2050,VAR,-58232.41586630969
,VAR,-33036.585209343466
