YEAR:Period,CostType,VALUE
2020-2050,CAP,133350.63098666698
,CAP,30974.60488855967
2020-2050,FIX,49913.211778535086
,FIX,10746.218976449632
2020-2050,VAR,-81106.38349515163
,VAR,-40595.830929247706
