YEAR:Period,CostType,VALUE
2020-2050,CAP,148887.7588152309
,CAP,43326.770759027786
2020-2050,FIX,52135.795647218474
,FIX,13176.378843998355
2020-2050,VAR,-41944.74657135412
,VAR,-26598.686584073497
