YEAR:Period,CostType,VALUE
2020-2050,CAP,147758.12483575707
,CAP,32996.392710688444
2020-2050,FIX,49417.671828360515
,FIX,10958.659861911754
2020-2050,VAR,-84546.80920183187
,VAR,-40726.39647982073
