YEAR:Period,CostType,VALUE
2020-2050,CAP,168071.22679866693
,CAP,38145.37810538884
2020-2050,FIX,52258.45457638024
,FIX,11670.995643939748
2020-2050,VAR,-89630.40778053047
,VAR,-37371.34313307025
