YEAR:Period,CostType,VALUE
2020-2050,CAP,175126.62243723302
,CAP,48951.45753206377
2020-2050,FIX,48987.44843129789
,FIX,11985.49608422648
2020-2050,VAR,-58603.334766079526
,VAR,-33170.32811648038
