YEAR:Period,CostType,VALUE
2020-2050,CAP,129309.12942109397
,CAP,33320.93031018437
2020-2050,FIX,47942.918096565176
,FIX,11000.338181639585
2020-2050,VAR,-55716.91307486157
,VAR,-35025.00921307965
