YEAR:Period,CostType,VALUE
2020-2050,CAP,217170.01607832828
,CAP,62830.777425786786
2020-2050,FIX,64683.58470011821
,FIX,15392.573975501084
2020-2050,VAR,-59087.65852009607
,VAR,-30408.15799782777
