YEAR:Period,CostType,VALUE
2020-2050,CAP,146708.57170266897
,CAP,31816.370974217374
2020-2050,FIX,53147.20728231613
,FIX,11491.622518679678
2020-2050,VAR,-83391.99065333512
,VAR,-37637.12307535263
