YEAR:Period,CostType,VALUE
2020-2050,CAP,177609.72776233402
,CAP,42219.02705713862
2020-2050,FIX,53215.51075937505
,FIX,12370.525511568072
2020-2050,VAR,-85074.0173324256
,VAR,-35662.6408664893
