YEAR:Period,CostType,VALUE
2020-2050,CAP,131709.87132572694
,CAP,36628.346094410525
2020-2050,FIX,50857.90300421972
,FIX,11808.092863798764
2020-2050,VAR,-78514.22590105394
,VAR,-39190.08417718454
