YEAR:Period,CostType,VALUE
2020-2050,CAP,174794.60165300235
,CAP,42812.84664975405
2020-2050,FIX,57428.56350207224
,FIX,12431.68125572285
2020-2050,VAR,-84579.95864922236
,VAR,-37672.15425350763
