YEAR:Period,CostType,VALUE
2020-2050,CAP,150816.72945491472
,CAP,42600.49107835784
2020-2050,FIX,50362.42741634315
,FIX,12255.928825773279
2020-2050,VAR,-50379.66516118407
,VAR,-31232.71702843829
