YEAR:Period,CostType,VALUE
2020-2050,CAP,157860.50110585403
,CAP,39195.98429930056
2020-2050,FIX,50591.85321920638
,FIX,11658.682887049885
2020-2050,VAR,-83836.11759527771
,VAR,-40726.41615897067
