YEAR:Period,CostType,VALUE
2020-2050,CAP,146960.47921705415
,CAP,35165.51500179496
2020-2050,FIX,52008.74335312942
,FIX,11193.80516660844
2020-2050,VAR,-76421.74738393206
,VAR,-37607.03548147766
