YEAR:Period,CostType,VALUE
2020-2050,CAP,194495.93992190066
,CAP,47473.14875265764
2020-2050,FIX,55609.435052782974
,FIX,12691.232913607717
2020-2050,VAR,-49294.658748319824
,VAR,-29432.19526409564
