YEAR:Period,CostType,VALUE
2020-2050,CAP,148238.19595728107
,CAP,36526.35879623751
2020-2050,FIX,54274.95985061642
,FIX,12234.722319189339
2020-2050,VAR,-79988.42506108932
,VAR,-36410.92657602326
