YEAR:Period,CostType,VALUE
2020-2050,CAP,140179.42511811905
,CAP,38917.160231207185
2020-2050,FIX,50794.970022380265
,FIX,12004.046974017016
2020-2050,VAR,-63028.2943104529
,VAR,-34772.41394236321
