YEAR:Period,CostType,VALUE
2020-2050,CAP,209986.15782106793
,CAP,48106.865731197635
2020-2050,FIX,56248.72394062535
,FIX,12591.482627454754
2020-2050,VAR,-77188.6484045088
,VAR,-34288.38441227264
