YEAR:Period,CostType,VALUE
2020-2050,CAP,165761.76527107906
,CAP,49248.99587116463
2020-2050,FIX,51821.75657626857
,FIX,13000.84227789682
2020-2050,VAR,-46552.19628674981
,VAR,-29127.40131437483
