YEAR:Period,CostType,VALUE
2020-2050,CAP,142608.35050184524
,CAP,30353.92177142483
2020-2050,FIX,45826.0240302393
,FIX,10150.463640249902
2020-2050,VAR,-60964.68534861464
,VAR,-34609.38471548177
