YEAR:Period,CostType,VALUE
2020-2050,CAP,154410.51541084214
,CAP,39589.51220973188
2020-2050,FIX,55170.30045570247
,FIX,12549.993684279601
2020-2050,VAR,-77009.9178535091
,VAR,-34351.825816299795
