YEAR:Period,CostType,VALUE
2020-2050,CAP,180130.51005135808
,CAP,50408.928316539765
2020-2050,FIX,52076.344051180124
,FIX,12502.673739873193
2020-2050,VAR,-80969.32024875679
,VAR,-37733.40497674467
