YEAR:Period,CostType,VALUE
2020-2050,CAP,130648.6075470432
,CAP,28496.814122788986
2020-2050,FIX,50610.730514731345
,FIX,10763.302523848537
2020-2050,VAR,-92003.18177458903
,VAR,-41606.59384498731
